invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Cluster
33126,55637,1,61,4,1,600.17,0,219,5,0
17527,31321,0,34,1,4,1200.32,0,205,6,2
12989,66039,0,66,2,3,121.98,2,197,7,0
36654,54682,1,59,0,3,45.45,1,766,4,0
46128,32663,0,62,4,3,1800.51,1,339,4,2
61744,95088,0,67,2,5,203.3,1,260,1,3
77743,85244,1,31,2,3,121.98,1,148,5,3
51819,62433,0,63,2,5,203.3,0,13,5,3
34188,9247,0,65,2,2,81.32,0,544,3,2
3947,33463,1,56,1,5,1500.4,0,260,5,2
12996,4082,1,54,2,4,162.64,0,27,5,2
55364,56748,1,62,5,2,23.46,0,388,7,3
37496,84621,0,58,1,5,1500.4,0,383,4,0
56651,69322,0,50,6,2,2100.0,0,282,7,3
47814,63895,1,24,2,4,162.64,1,14,6,0
30427,95643,0,55,3,4,20.92,1,102,7,0
19243,93092,0,56,1,3,900.24,1,672,6,0
4352,89193,0,40,2,1,40.66,2,740,1,0
97367,18379,0,34,5,5,58.65,2,453,4,1
87043,35488,1,36,1,2,600.16,2,300,7,1
22262,74746,0,60,1,1,300.08,0,719,2,0
95644,44118,0,30,4,4,2400.68,2,63,9,1
84132,51608,1,47,2,1,40.66,0,529,4,3
44462,75592,0,43,7,4,143.36,2,583,8,0
55682,67436,1,51,1,5,1500.4,1,397,8,3
82501,69915,0,31,7,3,107.52,1,428,4,3
4727,74930,0,51,7,4,143.36,2,30,1,0
24914,48613,0,18,0,5,75.75,1,753,3,2
29686,11387,0,53,2,2,81.32,2,192,5,2
10386,88103,0,19,2,3,121.98,0,467,5,0
45782,18767,1,58,7,4,143.36,1,672,7,2
85230,80848,0,28,0,2,30.3,0,517,3,3
86181,47130,1,20,1,3,900.24,1,566,5,1
53240,62508,0,29,1,1,300.08,2,351,3,3
3015,33667,1,56,5,1,11.73,2,279,5,2
23629,6417,0,53,7,5,179.2,0,224,2,2
32152,14042,0,44,3,5,26.15,2,320,6,2
31219,46804,0,21,1,4,1200.32,1,214,4,2
8893,26278,0,41,4,4,2400.68,0,545,6,2
76015,60636,1,20,7,4,143.36,0,793,5,3
7899,57614,0,44,0,5,75.75,0,520,6,0
46329,71688,0,61,2,3,121.98,1,161,6,0
9599,19464,1,58,3,5,26.15,1,287,5,2
55790,35066,0,59,5,4,46.92,2,369,3,1
39261,44433,0,56,1,5,1500.4,0,601,3,2
66104,35155,0,41,0,5,75.75,0,682,5,1
46067,44971,1,52,3,5,26.15,2,358,4,2
14169,61893,1,19,1,3,900.24,0,581,5,0
66486,76766,0,49,0,3,45.45,0,699,5,3
8068,57802,1,24,3,1,5.23,0,577,3,0
79587,73323,0,66,3,3,15.69,1,768,6,3
70995,26976,1,63,1,5,1500.4,2,288,7,1
61868,3138,0,20,2,1,40.66,2,752,4,1
52486,45622,1,55,3,3,15.69,1,680,6,1
74410,83933,0,51,3,2,10.46,2,491,3,3
19212,55885,0,66,2,1,40.66,1,59,7,0
70308,47416,1,41,1,4,1200.32,0,322,5,1
29857,78952,0,50,1,4,1200.32,1,128,4,0
65566,39167,0,68,3,4,20.92,0,338,4,1
3708,62188,0,25,1,4,1200.32,2,753,8,0
92009,41095,1,19,1,3,900.24,1,466,6,1
55,24683,0,41,3,1,5.23,1,536,6,2
62145,54968,0,45,2,1,40.66,0,377,7,3
41280,90371,0,39,1,5,1500.4,2,9,5,0
64042,87994,0,52,1,2,600.16,0,236,6,3
71280,53185,0,56,1,3,900.24,0,440,9,3
89083,72080,0,42,5,5,58.65,1,588,3,3
12973,81195,1,41,5,5,58.65,0,170,5,0
28753,59727,1,34,1,3,900.24,1,42,5,0
73404,92584,0,36,5,4,46.92,0,613,4,3
60248,8979,0,61,1,1,300.08,0,483,6,1
17138,45637,1,62,2,4,162.64,0,717,5,2
87577,68500,1,35,5,4,46.92,1,454,2,3
86205,41147,0,69,6,2,2100.0,0,410,4,1
77869,96298,1,23,1,5,1500.4,2,647,4,3
25162,50071,0,41,4,3,1800.51,2,146,4,0
43390,63745,1,67,1,4,1200.32,0,23,8,0
49258,69971,1,33,1,4,1200.32,1,765,3,0
14543,68607,1,34,3,1,5.23,0,789,5,0
38667,9273,1,25,1,2,600.16,2,200,1,2
66489,36335,0,48,7,2,71.68,0,506,4,1
93123,50591,1,27,3,3,15.69,2,409,5,3
22672,70968,0,48,3,5,26.15,1,149,5,0
43972,58343,1,21,0,3,45.45,0,193,2,0
29014,27886,1,27,3,2,10.46,1,57,4,2
57547,87508,0,38,2,5,203.3,0,594,3,3
85289,12801,0,19,7,3,107.52,1,275,5,1
62693,86846,1,68,1,3,900.24,1,297,4,3
16507,16895,0,26,3,2,10.46,1,133,5,2
99213,61138,0,36,3,3,15.69,0,515,7,3
23330,49117,1,21,3,5,26.15,2,59,6,2
91414,2192,1,51,1,3,900.24,0,280,8,1
43332,43110,1,55,7,4,143.36,0,699,5,2
42278,41812,1,30,1,4,1200.32,0,668,5,2
92464,10225,0,45,7,2,71.68,2,525,7,1
51981,96705,1,19,5,2,23.46,2,239,3,3
61252,63877,1,40,2,3,121.98,1,622,6,3
87583,30691,1,33,2,1,40.66,1,310,7,1
57908,99186,0,66,1,5,1500.4,0,403,6,3
72252,94714,0,30,1,4,1200.32,0,740,3,3
12203,42069,0,50,7,2,71.68,2,780,7,2
34933,35547,0,65,3,3,15.69,0,720,1,2
54354,7818,0,66,1,1,300.08,1,723,9,1
33748,16364,1,24,1,1,300.08,1,727,4,2
50679,20102,0,26,1,5,1500.4,0,542,5,1
26254,63509,0,37,7,1,35.84,0,774,2,0
61188,5982,0,60,1,5,1500.4,2,295,4,1
67192,59175,0,43,1,4,1200.32,0,539,9,3
3723,96240,0,41,1,3,900.24,0,358,4,0
18080,45290,0,46,1,3,900.24,0,247,3,2
47934,77266,1,33,1,3,900.24,2,754,2,0
93925,43485,0,48,1,5,1500.4,1,719,6,1
12716,4810,1,44,1,1,300.08,2,450,5,2
13028,26888,1,62,2,4,162.64,0,168,9,2
2867,74264,0,64,3,2,10.46,2,229,5,0
72369,38277,1,52,0,3,45.45,1,788,9,1
1019,5946,0,18,2,3,121.98,1,628,5,2
25941,89476,0,37,1,3,900.24,1,113,4,0
75720,58566,0,18,0,1,15.15,1,172,4,3
88956,9111,1,48,4,4,2400.68,1,450,7,1
75893,8022,0,51,1,1,300.08,2,5,4,1
46385,52097,0,58,1,5,1500.4,0,203,4,0
35090,29480,1,39,6,2,2100.0,2,144,5,2
78154,88217,0,67,1,5,1500.4,0,155,5,3
86996,43996,1,21,7,3,107.52,1,247,5,1
25490,56008,0,27,4,1,600.17,1,252,4,0
18670,13399,1,32,3,3,15.69,0,249,2,2
98989,97844,0,43,2,2,81.32,0,399,6,3
38017,51763,1,55,1,5,1500.4,0,752,5,0
75413,76522,0,39,1,3,900.24,1,271,8,3
84376,98539,0,39,4,4,2400.68,1,366,7,3
20506,59521,1,43,2,1,40.66,0,659,1,0
44553,14647,1,34,4,3,1800.51,0,566,6,2
62869,52006,1,42,7,5,179.2,2,777,5,3
30869,76321,1,67,3,5,26.15,0,287,6,0
24262,65378,1,25,1,5,1500.4,1,664,5,0
69661,35237,0,19,3,5,26.15,0,684,7,1
64604,58648,0,21,1,3,900.24,1,238,5,3
42280,50300,1,22,5,5,58.65,1,484,3,0
53224,69916,1,50,3,1,5.23,1,677,1,3
61690,86096,0,20,1,5,1500.4,1,533,2,3
74881,3804,1,24,1,5,1500.4,1,249,3,1
26101,90350,0,55,4,2,1200.34,1,591,4,0
50707,56996,0,63,4,3,1800.51,0,550,4,3
78662,47106,1,22,7,3,107.52,2,391,3,1
5277,34288,0,61,3,4,20.92,1,123,6,2
24527,24591,0,19,1,1,300.08,0,263,9,2
210,10943,1,25,1,1,300.08,0,786,8,2
44559,47019,1,64,3,4,20.92,2,445,1,2
35935,8063,0,43,7,1,35.84,1,151,2,2
9585,84094,0,30,4,4,2400.68,1,47,5,0
62692,72964,0,24,4,4,2400.68,1,176,5,3
57530,92485,1,31,5,5,58.65,0,513,5,3
76255,62661,0,34,4,4,2400.68,2,138,6,3
77327,98774,0,23,2,4,162.64,1,62,3,3
57138,2814,1,63,1,2,600.16,0,126,2,1
68387,69923,1,24,6,1,1050.0,0,436,4,3
74798,45050,0,44,1,1,300.08,1,509,7,1
55386,62950,0,38,1,5,1500.4,0,575,4,3
43835,82830,0,51,7,4,143.36,0,453,4,0
67972,40445,1,36,6,1,1050.0,0,547,4,1
36289,23272,0,27,0,3,45.45,0,589,5,2
25755,91700,0,60,2,4,162.64,0,761,5,0
62272,41897,1,53,1,3,900.24,0,222,8,1
33747,16100,0,35,1,3,900.24,1,264,5,2
46322,24220,0,41,1,2,600.16,0,456,5,2
88754,47026,0,41,2,5,203.3,1,11,5,1
79323,58765,0,56,2,1,40.66,0,394,5,3
45113,50552,1,62,0,1,15.15,2,643,1,0
75245,81792,1,66,4,1,600.17,1,76,6,3
83315,30194,1,32,1,2,600.16,0,643,3,1
86473,71777,0,23,7,3,107.52,2,345,6,3
80328,22886,0,44,3,2,10.46,1,151,7,1
36474,71646,0,20,1,2,600.16,1,129,4,0
44452,21828,0,49,1,5,1500.4,0,74,3,2
63576,46256,1,63,4,4,2400.68,1,352,6,1
82904,84444,1,33,1,2,600.16,0,413,4,3
16982,40545,0,48,3,3,15.69,0,654,5,2
84535,31081,0,29,4,1,600.17,0,289,6,1
4613,56109,1,39,1,2,600.16,2,345,5,0
42757,95860,1,53,1,4,1200.32,0,60,6,0
65099,72959,0,22,1,2,600.16,0,261,4,3
94888,54120,0,57,1,2,600.16,1,640,1,3
30878,17505,1,38,4,3,1800.51,0,102,1,2
22311,18428,1,69,2,2,81.32,0,497,7,2
2678,38605,0,67,1,1,300.08,1,64,4,2
11047,97807,1,55,4,4,2400.68,2,679,3,0
80584,26413,0,21,1,5,1500.4,0,232,6,1
92799,7201,0,19,1,5,1500.4,2,32,5,1
73165,4196,0,18,3,3,15.69,1,272,6,1
29936,5214,0,18,3,3,15.69,0,426,6,2
18684,99359,0,69,1,4,1200.32,2,224,4,0
9210,86135,0,54,5,2,23.46,1,468,4,0
90787,61979,1,46,0,4,60.6,2,112,8,3
38229,61508,1,40,2,1,40.66,0,250,4,0
71327,53198,0,22,1,2,600.16,2,157,5,3
10542,12098,0,63,2,3,121.98,0,376,4,2
40180,9212,1,64,2,2,81.32,2,30,4,2
14995,56571,1,18,3,3,15.69,1,162,5,0
36047,13686,0,36,2,1,40.66,0,230,6,2
87684,72604,0,24,2,3,121.98,1,127,4,3
77585,77932,1,50,1,5,1500.4,1,289,5,3
4487,47471,1,24,1,3,900.24,1,126,4,2
80148,60642,0,42,1,2,600.16,2,424,6,3
54501,47279,1,43,2,5,203.3,1,502,9,1
4490,39116,0,21,3,5,26.15,0,607,5,2
36310,60328,1,59,7,1,35.84,0,604,4,0
98433,1915,0,25,1,5,1500.4,0,341,4,1
75273,49801,0,51,1,5,1500.4,1,566,5,1
21521,72584,0,44,7,4,143.36,0,775,2,0
74700,25077,1,53,2,1,40.66,2,626,4,1
70779,97095,0,22,1,5,1500.4,0,420,5,3
15726,5751,1,29,1,3,900.24,2,715,6,2
99082,46786,0,21,2,5,203.3,1,275,5,1
75314,20482,0,62,1,2,600.16,1,680,6,1
4690,61924,1,62,1,4,1200.32,0,601,5,0
31175,48740,0,53,1,5,1500.4,1,676,1,2
4356,65916,1,20,3,3,15.69,1,21,6,0
9604,79063,1,46,3,2,10.46,1,464,8,0
64794,98041,1,57,1,1,300.08,1,785,6,3
20797,60587,1,25,6,1,1050.0,1,529,2,0
17711,3394,0,40,1,3,900.24,0,28,8,2
21759,30039,1,37,2,4,162.64,1,338,4,2
26956,55266,0,19,1,4,1200.32,0,54,5,0
87273,17452,0,37,3,1,5.23,0,220,8,1
2954,8579,0,37,1,4,1200.32,2,794,4,2
25543,92227,0,59,7,3,107.52,0,23,6,0
28176,73154,0,26,1,1,300.08,1,513,6,0
44036,28968,1,22,5,3,35.19,0,710,1,2
6364,10799,1,24,1,3,900.24,1,235,9,2
15706,26435,1,21,1,4,1200.32,1,578,4,2
45271,58132,1,20,2,1,40.66,1,796,7,0
46410,95358,0,51,2,3,121.98,0,168,9,0
59052,68501,0,67,1,4,1200.32,0,727,8,3
7218,3625,0,35,6,1,1050.0,1,796,4,2
6440,41425,0,19,3,3,15.69,1,21,6,2
30521,86537,1,53,1,2,600.16,0,284,4,0
22483,57294,1,50,1,5,1500.4,1,375,4,0
90533,50418,1,59,3,5,26.15,0,110,4,3
79453,43738,1,44,7,3,107.52,1,250,3,1
30015,37905,1,55,7,3,107.52,0,177,9,2
39698,15216,0,46,1,5,1500.4,0,558,6,2
35421,73684,0,39,1,4,1200.32,1,422,6,0
44486,91823,1,55,1,5,1500.4,0,128,6,0
90862,43264,1,24,1,5,1500.4,1,0,4,1
72332,75761,0,49,1,4,1200.32,1,288,7,3
5117,30582,0,34,1,4,1200.32,0,375,6,2
3823,46759,1,27,5,2,23.46,1,296,3,2
74399,98585,0,41,1,3,900.24,0,234,6,3
43826,93004,1,27,5,1,11.73,0,219,4,0
74124,2310,0,34,1,3,900.24,0,490,4,1
54148,88188,0,48,7,3,107.52,0,5,8,3
83423,64240,1,55,1,5,1500.4,0,455,3,3
27537,12561,0,25,2,3,121.98,1,491,6,2
10596,52392,0,24,2,4,162.64,1,647,5,0
4887,37694,1,48,1,2,600.16,0,530,3,2
77999,63172,0,54,0,3,45.45,1,425,6,3
2397,12556,0,56,1,3,900.24,1,473,4,2
14756,48571,0,54,5,3,35.19,1,104,4,2
1977,49010,0,66,0,5,75.75,0,647,8,2
48895,51312,0,19,2,1,40.66,0,189,6,0
9727,83560,0,69,5,4,46.92,1,441,5,0
43541,69872,0,44,1,1,300.08,0,743,2,0
81439,41868,0,35,4,3,1800.51,2,791,6,1
10727,14840,0,61,3,2,10.46,1,791,6,2
85678,30300,1,39,0,1,15.15,1,487,5,1
37606,69441,0,40,0,1,15.15,1,111,1,0
68602,49066,0,61,1,5,1500.4,2,167,4,1
29349,46347,0,29,3,5,26.15,2,609,4,2
59878,47992,0,21,4,2,1200.34,0,333,6,1
69024,40263,1,45,1,3,900.24,1,18,5,1
33795,46599,0,58,4,3,1800.51,1,566,5,2
95396,62663,0,60,1,3,900.24,0,776,8,3
21169,54150,1,19,2,2,81.32,0,533,1,0
64630,86539,0,45,3,1,5.23,0,539,4,3
99234,65436,0,23,3,4,20.92,0,394,5,3
36621,6485,0,39,2,1,40.66,2,88,3,2
24136,75937,0,44,5,1,11.73,0,347,2,0
38186,20787,0,19,6,2,2100.0,2,230,9,2
19644,98501,0,26,2,5,203.3,1,208,2,0
55577,79917,1,59,1,3,900.24,2,383,6,3
1840,87276,1,60,1,4,1200.32,2,394,1,0
1714,83864,0,21,7,1,35.84,1,209,5,0
52890,93914,0,62,2,4,162.64,0,249,5,3
45433,466,1,49,2,4,162.64,2,209,7,2
85278,25747,0,30,3,3,15.69,0,38,4,1
20744,64745,0,53,3,2,10.46,2,276,7,0
49844,73760,1,56,3,3,15.69,1,107,3,3
89424,99329,1,45,5,2,23.46,0,190,2,3
30959,57343,0,54,2,1,40.66,0,488,7,0
22381,22225,1,51,3,3,15.69,0,436,5,2
30558,94601,0,43,7,2,71.68,2,160,5,0
51218,57322,0,57,1,2,600.16,2,9,5,3
48983,36732,0,18,1,1,300.08,2,749,6,2
16750,52806,0,67,1,4,1200.32,0,119,7,0
14718,51161,1,65,3,3,15.69,1,30,5,0
6854,20152,1,28,3,2,10.46,0,349,8,2
34258,60764,0,65,2,2,81.32,1,44,3,0
26177,45643,1,29,1,5,1500.4,1,691,3,2
84020,60296,0,54,2,5,203.3,1,256,4,3
90191,9154,0,31,2,2,81.32,1,248,4,1
49012,44357,1,26,2,3,121.98,0,619,5,2
49152,27741,1,22,7,2,71.68,0,43,8,2
17686,6940,0,42,5,3,35.19,1,662,6,2
14479,44547,0,18,1,1,300.08,0,449,3,2
89973,52903,0,61,1,4,1200.32,0,768,3,3
13488,18464,1,54,4,1,600.17,0,520,9,2
66573,10376,1,67,1,3,900.24,0,300,1,1
84747,37476,0,23,7,1,35.84,2,507,5,1
57417,84931,0,41,3,1,5.23,0,380,5,3
80428,43601,1,24,7,2,71.68,1,27,9,1
17429,6715,0,20,1,2,600.16,2,59,4,2
60340,70232,1,41,7,2,71.68,2,465,6,3
45935,74103,0,69,6,1,1050.0,2,772,4,0
22498,34539,1,20,2,2,81.32,0,588,2,2
33893,82207,0,49,1,5,1500.4,0,73,3,0
14787,13299,0,68,7,4,143.36,0,530,8,2
11595,95755,0,30,1,3,900.24,0,239,3,0
48303,22009,0,37,7,1,35.84,1,29,7,2
2039,33284,1,35,4,1,600.17,1,397,5,2
85613,9480,0,38,1,2,600.16,1,523,2,1
78378,59703,0,61,1,5,1500.4,1,528,2,3
52653,42050,0,62,4,1,600.17,1,232,1,1
42990,96098,1,31,0,5,75.75,0,790,4,0
19914,64932,1,43,4,4,2400.68,2,665,6,0
95004,758,1,55,1,4,1200.32,0,123,8,1
93056,79935,1,22,1,5,1500.4,2,232,3,3
62669,74418,1,32,1,5,1500.4,2,646,4,3
2270,47718,1,37,1,1,300.08,2,31,5,2
29628,31751,0,42,6,2,2100.0,1,278,3,2
91381,38896,0,27,7,3,107.52,0,103,1,1
37090,34934,0,67,7,3,107.52,2,603,4,2
42267,73913,0,61,3,2,10.46,1,73,1,0
57841,80567,1,64,3,1,5.23,0,239,4,3
84165,78817,1,24,3,2,10.46,1,53,6,3
89748,81425,0,67,4,1,600.17,2,659,5,3
26718,92477,1,61,3,3,15.69,2,242,6,0
21287,83599,1,27,1,2,600.16,2,584,6,0
45784,75921,1,57,3,2,10.46,2,750,4,0
57735,97989,0,32,0,1,15.15,0,725,1,3
50080,71755,1,28,1,2,600.16,0,712,6,3
78490,33913,0,60,3,1,5.23,2,9,2,1
33270,30114,0,40,1,2,600.16,1,315,4,2
39618,64523,0,43,2,5,203.3,2,343,4,0
1675,2332,1,63,1,2,600.16,0,616,2,2
10683,63146,1,30,3,2,10.46,1,296,5,0
76207,26939,1,33,1,3,900.24,2,693,7,1
71955,8981,0,28,1,4,1200.32,0,675,5,1
70223,20101,0,64,7,1,35.84,1,673,7,1
93128,94887,1,41,2,5,203.3,0,21,3,3
4188,28345,0,69,1,5,1500.4,1,172,4,2
17724,72867,0,68,2,2,81.32,2,458,9,0
34580,71577,1,57,1,1,300.08,0,557,2,0
75917,76722,0,19,3,5,26.15,1,482,6,3
56658,83860,1,52,7,5,179.2,0,227,5,3
53928,56017,0,63,3,3,15.69,0,796,4,3
2110,82877,1,33,3,5,26.15,2,731,4,0
18498,80805,1,58,3,2,10.46,0,49,7,0
6559,57694,0,45,3,4,20.92,2,627,5,0
67529,30803,0,21,1,2,600.16,1,703,4,1
62296,29651,0,47,0,4,60.6,0,608,3,1
70847,15383,1,50,2,2,81.32,0,56,6,1
30469,82457,0,23,1,1,300.08,0,573,9,0
10707,75587,1,64,1,5,1500.4,1,190,7,0
2231,91567,0,46,2,4,162.64,1,481,8,0
32594,82636,1,46,1,4,1200.32,0,698,6,0
79387,47165,0,64,2,1,40.66,2,608,4,1
12783,57143,0,60,1,3,900.24,0,558,5,0
80095,27572,0,22,4,4,2400.68,1,162,3,1
29756,43191,1,33,3,2,10.46,1,574,2,2
51741,40807,0,22,2,1,40.66,0,163,6,1
53977,20487,0,31,4,2,1200.34,0,386,4,1
33646,46419,0,35,1,1,300.08,2,77,7,2
70884,11403,0,23,2,2,81.32,0,456,9,1
43155,90231,0,34,2,1,40.66,2,676,8,0
98023,22915,1,32,2,2,81.32,0,623,1,1
7062,75914,0,54,6,1,1050.0,1,338,5,0
19563,7734,0,68,2,4,162.64,1,189,3,2
87223,94885,1,24,3,4,20.92,1,326,6,3
87287,45555,1,45,7,2,71.68,1,392,4,1
93099,8889,0,65,3,4,20.92,0,460,5,1
73924,97896,1,38,1,4,1200.32,2,428,5,3
38072,37012,0,61,3,1,5.23,1,661,4,2
83448,79364,0,47,2,3,121.98,0,773,6,3
4667,69790,0,31,1,4,1200.32,0,655,6,0
41537,53161,0,39,1,2,600.16,1,89,3,0
78254,56422,1,37,7,5,179.2,2,128,5,3
42292,2200,0,26,1,5,1500.4,1,28,2,2
39449,67992,0,67,7,3,107.52,2,343,5,0
88165,75588,0,48,5,2,23.46,0,763,5,3
34938,35930,1,42,2,5,203.3,0,735,4,2
78357,75436,0,45,1,4,1200.32,1,125,6,3
84318,67974,0,29,2,3,121.98,1,117,5,3
7622,29609,0,21,1,1,300.08,1,249,2,2
57550,43852,0,38,3,2,10.46,1,8,3,1
57611,93613,0,67,0,4,60.6,0,284,6,3
47140,14704,1,50,1,4,1200.32,1,619,3,2
70978,17111,0,32,1,4,1200.32,0,9,1,1
73140,5213,0,58,1,5,1500.4,2,56,9,1
50694,70582,1,36,4,4,2400.68,2,665,7,3
74428,9927,0,51,1,2,600.16,0,318,4,1
2204,74484,0,32,2,2,81.32,1,722,4,0
9563,87862,0,32,4,4,2400.68,0,732,8,0
39862,27010,0,31,1,1,300.08,1,528,6,2
82466,73459,1,55,2,1,40.66,2,395,5,3
53958,35039,0,21,1,5,1500.4,1,35,5,1
10500,84964,0,31,3,3,15.69,1,288,4,0
86687,11194,1,36,1,3,900.24,0,668,4,1
43729,38390,0,43,1,3,900.24,0,684,5,2
62731,86759,0,69,1,3,900.24,1,283,4,3
50648,33005,1,64,7,3,107.52,0,676,7,1
79545,30064,1,40,0,3,45.45,1,333,9,1
62988,84417,1,43,0,3,45.45,0,298,7,3
45660,31125,1,32,1,2,600.16,0,638,3,2
57919,33753,1,57,1,3,900.24,0,365,5,1
83641,13689,1,49,1,2,600.16,1,412,6,1
5057,4501,1,38,4,2,1200.34,0,281,5,2
31471,58024,1,27,1,4,1200.32,0,195,4,0
81138,13853,1,26,1,5,1500.4,2,690,5,1
48190,72870,0,34,2,4,162.64,2,740,6,0
53752,36968,1,20,2,4,162.64,0,205,5,1
96387,32676,1,56,2,3,121.98,1,93,6,1
30923,62760,0,58,1,3,900.24,2,699,7,0
73489,65348,0,33,4,2,1200.34,2,76,7,3
75517,46069,1,41,5,1,11.73,1,719,5,1
6014,88342,1,67,2,3,121.98,2,711,5,0
96189,5780,0,33,1,3,900.24,2,218,2,1
53980,51055,1,29,2,1,40.66,2,622,7,3
39147,98425,1,52,4,4,2400.68,1,514,6,0
63659,53378,1,51,2,4,162.64,2,287,9,3
1085,5397,0,66,2,2,81.32,0,241,3,2
84860,38477,0,22,7,2,71.68,0,35,7,1
51168,35398,0,68,3,5,26.15,0,518,8,1
14273,44674,1,62,1,1,300.08,1,439,5,2
44519,35353,0,40,2,2,81.32,2,441,2,2
59324,4754,0,58,3,1,5.23,1,463,9,1
50549,87321,0,36,7,1,35.84,0,337,9,3
62047,69487,0,34,0,4,60.6,0,45,5,3
34488,71648,1,59,7,4,143.36,2,564,7,0
2909,75916,0,29,0,5,75.75,0,756,6,0
51807,42438,1,37,7,4,143.36,0,422,6,1
61584,29552,1,35,2,4,162.64,0,285,7,1
11242,26055,0,55,4,4,2400.68,1,24,6,2
50724,87941,1,61,0,4,60.6,1,524,4,3
16154,21602,0,38,2,5,203.3,1,629,5,2
2221,63526,1,48,1,4,1200.32,0,171,9,0
90933,45142,1,41,7,1,35.84,0,46,4,1
64193,74758,1,49,3,1,5.23,0,88,4,3
21162,85807,1,36,5,2,23.46,2,596,2,0
91973,658,0,43,1,3,900.24,1,297,1,1
63055,84673,1,61,3,4,20.92,0,267,5,3
87734,37379,1,27,3,5,26.15,0,54,7,1
47694,93953,0,66,4,2,1200.34,0,444,6,0
69224,67264,0,22,1,5,1500.4,0,246,4,3
3951,34489,0,26,3,4,20.92,0,693,6,2
96497,20569,0,53,1,4,1200.32,0,633,4,1
77779,46184,0,30,7,5,179.2,1,480,5,1
27527,55089,0,55,1,1,300.08,0,12,6,0
56342,71021,0,22,1,1,300.08,2,265,6,3
84403,99010,0,40,3,2,10.46,1,212,4,3
82566,20119,0,20,3,5,26.15,1,136,1,1
9731,35629,1,55,1,4,1200.32,2,350,2,2
26376,36090,0,51,2,3,121.98,0,629,5,2
7637,80047,0,21,3,3,15.69,0,339,5,0
19014,59817,0,22,1,2,600.16,2,57,4,0
57504,44218,0,47,0,2,30.3,0,359,5,1
74954,8322,0,31,3,3,15.69,0,61,2,1
2590,83593,1,33,3,2,10.46,2,574,4,0
35115,91378,1,23,3,3,15.69,0,498,4,0
6021,52130,0,23,3,4,20.92,0,487,9,0
30926,46849,0,55,3,4,20.92,0,268,4,2
19313,68469,0,41,1,1,300.08,0,691,5,0
56037,18081,0,26,0,3,45.45,0,363,6,1
66522,82486,0,19,7,3,107.52,0,70,4,3
36991,57575,0,34,1,4,1200.32,2,373,4,0
91585,55193,1,39,1,2,600.16,1,15,2,3
93665,24773,0,61,4,1,600.17,0,321,5,1
62578,94427,1,34,1,2,600.16,1,700,7,3
65060,88678,0,62,1,2,600.16,1,704,1,3
12738,80454,0,42,2,2,81.32,0,263,3,0
36978,90251,0,43,2,1,40.66,1,449,6,0
83130,24384,1,40,1,1,300.08,0,476,6,1
12632,86407,1,25,2,5,203.3,1,113,6,0
83647,61450,1,26,7,5,179.2,1,284,8,3
79544,9656,0,21,3,2,10.46,0,137,6,1
3274,84525,0,18,2,4,162.64,2,292,6,0
62326,14665,0,45,3,3,15.69,0,349,4,1
787,79286,0,49,1,3,900.24,1,2,4,0
64115,36614,1,18,5,2,23.46,1,161,5,1
19304,75293,1,51,1,2,600.16,1,434,4,0
27909,98257,1,39,7,5,179.2,2,564,3,0
97928,90108,1,49,2,3,121.98,2,741,4,3
96906,917,0,42,3,5,26.15,0,706,2,1
47648,25184,0,48,7,5,179.2,2,356,6,2
34630,68399,0,36,3,5,26.15,2,653,6,0
87280,77625,1,47,3,3,15.69,0,28,4,3
53308,44374,0,48,2,3,121.98,2,3,6,1
25447,44392,1,53,7,4,143.36,0,244,3,2
68745,14111,0,25,6,1,1050.0,1,155,3,1
52386,63047,0,25,2,2,81.32,0,792,4,3
99452,96726,1,69,7,4,143.36,1,199,6,3
49464,19345,0,29,7,5,179.2,0,719,5,2
93556,70426,0,53,1,4,1200.32,2,181,4,3
1523,87703,1,68,1,1,300.08,0,743,6,0
70803,95216,1,62,5,1,11.73,0,97,4,3
50205,31169,0,57,7,5,179.2,1,741,2,1
35513,12444,0,64,3,5,26.15,0,777,7,2
13433,71665,1,29,1,1,300.08,2,251,9,0
67501,48235,1,30,4,3,1800.51,1,566,3,1
35664,31997,0,53,2,5,203.3,0,226,5,2
74906,88695,0,61,2,5,203.3,1,676,5,3
39219,14119,0,64,4,2,1200.34,0,98,2,2
85658,87226,0,33,2,4,162.64,0,379,4,3
41626,14579,1,31,5,1,11.73,1,601,4,2
24620,15924,1,55,7,4,143.36,2,470,3,2
89180,60591,1,42,2,4,162.64,0,95,4,3
58776,97072,1,62,3,1,5.23,2,258,4,3
68023,46573,0,25,1,5,1500.4,2,392,6,1
49370,94381,1,52,1,4,1200.32,1,527,5,0
37859,66525,0,47,4,3,1800.51,1,189,5,0
60224,78431,0,28,3,2,10.46,1,178,4,3
38726,52063,0,54,1,5,1500.4,1,253,5,0
39765,22756,0,37,4,3,1800.51,1,31,5,2
96619,7785,0,64,0,2,30.3,0,122,4,1
48893,59076,0,60,6,2,2100.0,0,786,4,0
61400,62991,1,23,1,1,300.08,1,154,4,3
54755,73829,0,50,4,2,1200.34,0,97,6,3
26865,14171,1,57,4,1,600.17,0,703,8,2
50535,58933,0,49,3,2,10.46,0,362,4,3
91294,12507,0,44,2,4,162.64,1,660,5,1
76299,14282,1,68,1,4,1200.32,0,58,9,1
