invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
28721,49795,0,49,3,2,10.46,0,589,5
83420,55402,0,55,2,5,203.3,0,626,2
85009,46476,0,60,2,2,81.32,0,787,9
9686,47186,0,29,1,2,600.16,2,753,6
87374,7434,0,51,5,4,46.92,0,408,1
37487,12273,0,25,1,3,900.24,0,317,7
75759,16396,0,58,3,4,20.92,0,151,6
25944,66361,0,47,2,1,40.66,0,365,4
13411,14482,1,43,1,3,900.24,0,200,6
65739,74477,0,62,3,1,5.23,1,492,2
89695,95396,0,28,3,5,26.15,1,136,9
34966,7167,0,51,1,3,900.24,1,577,4
57194,19202,0,56,3,4,20.92,1,385,5
6116,51690,1,50,2,3,121.98,1,421,4
66496,99334,0,49,1,5,1500.4,1,633,5
26933,348,0,60,1,4,1200.32,0,642,3
15655,64735,1,42,0,4,60.6,1,396,7
4116,5847,0,27,2,5,203.3,2,203,3
12630,62239,1,36,1,4,1200.32,1,491,6
4646,85263,0,36,1,2,600.16,0,58,4
38863,73101,1,57,1,5,1500.4,0,597,5
43926,67258,1,59,2,4,162.64,0,6,4
20679,87876,0,23,7,4,143.36,2,598,4
39686,15498,0,18,2,3,121.98,2,468,8
71734,29862,1,54,2,3,121.98,0,19,2
31643,65227,1,38,2,5,203.3,0,620,7
56387,53973,0,28,1,3,900.24,0,291,5
39094,63171,1,28,1,2,600.16,0,237,2
95358,79092,1,50,2,5,203.3,0,463,3
88639,69754,0,38,7,5,179.2,0,489,3
8730,30285,0,43,4,1,600.17,2,71,8
96301,15268,1,56,3,3,15.69,0,365,4
86925,40451,1,33,3,4,20.92,0,518,6
31413,24234,0,61,3,4,20.92,0,363,5
19271,72068,1,68,2,5,203.3,1,430,4
3293,74340,0,30,7,5,179.2,1,131,3
76688,90657,1,54,5,2,23.46,0,0,1
1071,9806,0,29,2,3,121.98,0,102,1
87695,66308,0,27,5,4,46.92,0,221,1
53288,19112,0,32,2,2,81.32,0,490,6
59555,17345,0,26,1,5,1500.4,1,716,5
82071,91257,0,43,2,2,81.32,1,468,6
98823,65150,0,56,1,3,900.24,2,437,5
16016,81726,0,33,2,4,162.64,0,741,8
63974,93291,1,50,3,2,10.46,0,762,2
54359,16506,0,39,1,4,1200.32,1,612,7
33442,8291,0,19,1,5,1500.4,1,15,3
38602,19859,1,52,1,2,600.16,0,68,6
68625,39149,0,69,1,3,900.24,1,455,4
19251,24942,1,52,2,3,121.98,0,173,5
95498,75653,1,60,7,4,143.36,0,153,7
73502,23237,0,37,1,4,1200.32,2,618,5
70720,62540,0,28,1,2,600.16,2,608,5
32340,42397,0,50,1,4,1200.32,0,349,4
21338,25821,0,49,1,1,300.08,0,571,5
10797,98454,0,68,5,5,58.65,0,536,6
36017,54893,0,37,3,3,15.69,2,200,3
47644,25248,0,24,0,1,15.15,0,667,6
64548,15975,1,20,2,5,203.3,0,292,2
10720,27467,0,22,7,1,35.84,2,80,5
83935,20069,1,40,0,2,30.3,0,243,6
43614,70014,0,64,2,1,40.66,0,635,6
73815,33221,0,24,7,2,71.68,1,755,6
85710,91153,0,34,0,3,45.45,2,396,7
83471,6525,0,62,1,4,1200.32,1,787,1
28882,10660,0,26,1,5,1500.4,2,736,7
57878,82565,0,25,7,5,179.2,0,550,6
31631,82177,1,31,3,2,10.46,1,377,6
75710,47953,1,34,7,5,179.2,2,551,7
9089,6707,1,47,1,5,1500.4,0,228,1
81648,55420,1,51,1,5,1500.4,0,514,5
54386,83747,1,29,2,1,40.66,0,609,7
48032,31072,0,19,5,1,11.73,1,478,5
70727,94576,0,48,1,3,900.24,0,141,1
29512,29601,0,50,2,3,121.98,1,430,9
68374,9299,0,37,4,3,1800.51,1,725,7
82515,22292,1,37,3,2,10.46,2,365,5
31511,75136,0,53,2,4,162.64,0,456,4
67476,55515,1,52,1,1,300.08,0,335,6
74177,21640,1,68,1,4,1200.32,1,750,9
31320,92547,0,20,0,4,60.6,1,738,5
67167,32627,0,26,5,1,11.73,0,632,5
17014,14889,1,40,7,2,71.68,0,636,5
267,15970,0,21,3,3,15.69,0,744,5
94418,13160,1,19,1,1,300.08,0,750,2
91783,11812,1,33,1,1,300.08,2,265,7
24000,81314,1,36,5,5,58.65,1,220,6
58514,16222,1,36,1,4,1200.32,2,479,4
9871,66653,1,19,7,5,179.2,2,332,4
94556,33938,0,28,1,1,300.08,1,578,6
26053,94310,1,63,5,5,58.65,0,468,3
93898,57637,1,67,0,5,75.75,1,215,5
89261,19645,1,63,3,5,26.15,1,557,5
55040,89671,1,60,2,5,203.3,0,613,4
314,5064,0,33,1,2,600.16,1,550,7
620,34069,0,22,1,2,600.16,0,718,4
6185,96199,1,24,7,2,71.68,1,332,6
87956,80706,0,29,2,4,162.64,0,372,5
18602,29409,0,33,1,2,600.16,1,199,7
1748,90015,1,61,1,2,600.16,1,180,4
11522,47721,0,25,4,3,1800.51,1,553,7
32498,7071,0,50,1,4,1200.32,2,145,4
31004,18690,0,42,2,1,40.66,1,406,6
84929,85704,1,40,1,3,900.24,1,331,4
81843,4155,0,30,1,1,300.08,2,627,6
42124,72983,1,34,0,4,60.6,1,304,1
83003,91729,0,54,2,1,40.66,1,452,6
83988,7281,0,61,7,2,71.68,1,416,4
79455,92918,0,43,3,3,15.69,0,275,9
21495,48899,0,62,1,3,900.24,2,541,4
49014,16350,0,42,7,4,143.36,1,135,5
96319,3770,1,43,6,2,2100.0,2,71,5
44028,23271,1,69,1,1,300.08,2,667,6
21913,61548,0,33,2,2,81.32,0,240,7
79648,35976,0,46,1,2,600.16,2,93,4
19498,7882,1,63,5,5,58.65,0,473,5
89190,89246,1,20,3,5,26.15,2,47,4
89108,71813,0,54,1,2,600.16,0,119,5
25153,21844,1,56,2,1,40.66,0,751,9
93669,30515,0,20,1,3,900.24,2,522,5
65736,26328,0,33,7,4,143.36,0,776,4
69504,76980,0,64,1,2,600.16,0,385,8
47851,10115,0,35,3,2,10.46,0,756,4
54555,45576,1,25,4,1,600.17,0,194,5
83716,95907,0,53,3,1,5.23,0,771,4
72920,1338,1,53,3,3,15.69,1,480,4
91040,33085,0,37,2,3,121.98,0,374,5
50563,58586,1,37,1,1,300.08,0,464,7
78187,29903,1,33,3,5,26.15,1,68,2
48388,42238,0,63,7,1,35.84,0,277,4
19733,6609,1,20,1,1,300.08,0,581,5
76360,64689,1,56,1,5,1500.4,0,419,4
9175,45369,1,35,2,2,81.32,1,521,5
66701,35017,0,37,1,3,900.24,0,683,7
4400,15429,0,48,5,4,46.92,1,242,4
17440,52540,1,35,6,1,1050.0,1,134,7
702,71644,0,63,7,4,143.36,2,516,5
11359,45158,0,40,2,5,203.3,0,771,4
33734,17184,1,24,5,1,11.73,1,601,5
51600,10735,0,59,1,4,1200.32,0,60,2
46963,86782,1,61,3,5,26.15,1,426,3
32109,76242,1,68,5,2,23.46,0,282,6
94573,74873,1,43,3,2,10.46,1,387,5
54788,38210,1,22,1,1,300.08,1,136,2
73161,17568,1,56,3,3,15.69,1,459,5
39635,39685,0,30,1,5,1500.4,2,125,5
79859,50888,1,19,7,4,143.36,1,315,5
5326,56858,1,32,2,1,40.66,0,152,5
1053,91847,1,23,7,3,107.52,1,375,9
77257,25264,0,38,3,4,20.92,1,176,9
67157,18994,1,29,2,5,203.3,1,79,4
74895,58803,0,21,2,2,81.32,0,466,5
54734,90136,0,48,6,1,1050.0,1,8,4
80329,8263,0,60,1,5,1500.4,0,451,4
24687,80032,1,55,2,5,203.3,1,730,4
49163,86099,0,43,1,2,600.16,1,394,4
80826,79763,0,39,2,2,81.32,1,647,6
76281,35628,0,62,2,1,40.66,1,70,2
14669,83123,0,22,1,5,1500.4,1,786,9
94169,19525,0,32,1,1,300.08,0,349,9
70460,77630,0,48,3,2,10.46,0,421,4
92613,9586,1,62,3,4,20.92,0,98,7
97803,34397,1,49,1,3,900.24,1,633,5
73705,77430,0,66,4,1,600.17,1,213,9
59613,80842,0,26,1,3,900.24,1,259,4
48580,79233,1,61,4,2,1200.34,1,182,4
12687,83581,1,38,3,3,15.69,1,207,6
51461,65710,0,30,1,5,1500.4,1,87,1
11873,95917,0,51,3,5,26.15,1,6,4
2641,19550,0,36,2,2,81.32,1,456,5
63799,33476,0,66,3,2,10.46,2,225,3
8256,91353,1,56,3,5,26.15,2,49,3
86094,6364,0,60,0,3,45.45,1,527,2
37326,61316,0,61,1,2,600.16,0,737,4
52043,38655,1,36,2,5,203.3,1,550,4
76890,50234,1,49,2,2,81.32,1,429,4
23060,5742,1,38,2,5,203.3,0,586,6
28000,39666,0,31,4,2,1200.34,0,22,3
86789,2941,0,60,0,2,30.3,0,139,1
16553,70588,0,40,3,3,15.69,1,295,6
60296,23897,0,55,2,4,162.64,2,299,9
33672,94110,1,46,1,5,1500.4,2,775,4
73988,87845,0,28,1,5,1500.4,1,490,1
79852,8972,1,22,1,2,600.16,0,704,4
65941,21890,1,51,0,1,15.15,1,580,7
68859,15653,0,56,3,2,10.46,1,60,6
98936,59541,1,30,7,2,71.68,0,335,3
83052,8096,1,45,1,3,900.24,1,518,3
17396,16540,1,28,7,2,71.68,0,703,4
85398,79827,1,38,1,1,300.08,0,401,6
74219,20551,0,25,6,1,1050.0,0,141,5
55333,94046,0,52,1,1,300.08,2,310,6
40121,24637,0,23,0,5,75.75,2,309,7
895,32457,0,20,2,5,203.3,1,718,8
89458,98872,1,65,7,3,107.52,0,313,8
12528,51538,0,20,4,2,1200.34,0,231,5
59038,21580,0,28,3,4,20.92,0,554,1
25837,18213,0,24,3,2,10.46,1,516,5
88117,26586,0,52,1,3,900.24,2,57,6
53573,53367,0,52,3,3,15.69,0,85,4
31211,47593,1,57,1,2,600.16,2,631,3
81383,15904,0,20,3,2,10.46,0,457,5
23525,38403,0,23,7,2,71.68,0,433,4
60211,25769,1,51,1,3,900.24,1,207,4
75995,52151,0,48,2,3,121.98,0,196,4
98922,20849,0,69,0,5,75.75,2,433,5
77814,52281,0,24,1,3,900.24,2,534,3
40443,20799,1,22,7,5,179.2,0,714,8
68833,22928,0,63,3,4,20.92,1,694,3
15811,39073,0,26,1,2,600.16,1,170,9
97305,30462,0,31,1,2,600.16,1,347,8
66550,79325,0,48,5,2,23.46,1,350,7
60529,96723,0,48,2,3,121.98,0,588,4
85150,32367,0,38,2,4,162.64,1,715,4
70648,16316,1,45,1,4,1200.32,0,407,3
9465,11506,0,29,2,5,203.3,2,201,3
52199,81853,1,28,4,4,2400.68,0,686,6
11280,82202,1,54,7,4,143.36,0,279,5
42430,94499,1,52,2,5,203.3,0,469,2
18449,23010,1,28,2,2,81.32,0,706,7
41749,86219,0,69,2,2,81.32,2,308,9
95310,38997,1,35,1,2,600.16,2,628,7
43327,98066,1,51,7,1,35.84,1,181,4
23133,51885,0,40,2,5,203.3,1,594,7
64810,75706,1,31,1,1,300.08,0,18,9
36025,86157,0,31,3,1,5.23,0,593,5
59569,93794,0,66,1,4,1200.32,2,453,2
55965,37862,0,69,1,5,1500.4,2,114,5
10136,76068,1,37,1,4,1200.32,1,536,3
93655,48044,1,22,0,4,60.6,0,129,1
40265,95839,0,29,1,4,1200.32,1,467,6
92955,3297,1,22,3,4,20.92,1,650,1
60674,8289,0,24,1,4,1200.32,2,191,5
30359,49889,0,67,0,3,45.45,0,428,4
58440,81814,1,24,7,4,143.36,0,489,6
46742,71279,0,23,1,5,1500.4,2,249,2
53258,53471,0,27,1,4,1200.32,0,419,4
97374,6175,1,47,2,5,203.3,0,110,7
43375,93111,0,24,3,5,26.15,1,221,9
25252,36146,0,61,1,4,1200.32,0,734,1
78198,24975,0,28,4,2,1200.34,2,542,5
92048,40603,0,33,1,4,1200.32,0,677,4
32183,13610,0,49,0,5,75.75,2,449,9
60364,32518,1,40,4,2,1200.34,0,495,4
41099,66863,0,27,3,4,20.92,1,17,7
15129,38565,0,58,2,2,81.32,1,21,3
25096,58416,0,31,1,3,900.24,0,795,6
65497,44213,0,44,2,2,81.32,1,695,4
24440,61045,0,21,1,5,1500.4,0,555,3
32347,10464,1,44,7,1,35.84,0,173,7
63229,94663,0,19,1,1,300.08,0,783,3
91163,29988,0,29,2,1,40.66,1,488,1
59378,89961,0,59,1,4,1200.32,1,182,3
96364,65156,1,55,5,4,46.92,0,185,6
39306,19863,0,58,4,4,2400.68,0,546,6
24860,7175,1,38,3,5,26.15,1,10,3
12179,89508,0,43,1,5,1500.4,1,288,2
27222,82639,0,61,1,1,300.08,1,422,4
76034,35858,1,57,7,3,107.52,0,618,3
96726,10130,1,33,1,4,1200.32,1,179,5
20064,59923,1,48,2,3,121.98,0,74,4
44515,79318,1,38,1,5,1500.4,0,637,4
93377,11134,0,69,1,5,1500.4,2,433,6
15217,46854,0,58,1,5,1500.4,1,730,8
60216,57526,1,39,2,2,81.32,0,585,7
76283,8967,0,29,1,4,1200.32,1,689,5
35897,71980,0,55,3,2,10.46,1,156,3
96297,64193,0,69,2,2,81.32,2,688,4
65352,90512,1,59,7,1,35.84,0,369,4
50848,2594,0,51,4,1,600.17,1,266,6
44563,25814,0,34,1,5,1500.4,0,710,8
31560,42418,0,35,1,3,900.24,1,695,9
72562,74262,1,41,1,5,1500.4,2,643,7
53506,43339,0,53,1,4,1200.32,0,1,3
68837,66172,1,50,4,3,1800.51,0,213,8
96263,86221,1,39,2,1,40.66,1,333,7
11476,12887,0,45,1,4,1200.32,1,663,5
92286,62348,1,51,1,2,600.16,2,404,2
58740,35874,0,46,7,5,179.2,2,462,9
68713,73705,0,40,1,1,300.08,0,763,6
20716,59611,0,47,3,2,10.46,1,763,5
48701,57255,1,31,2,1,40.66,0,611,3
8190,92084,1,64,1,1,300.08,1,775,5
58576,92264,0,63,2,2,81.32,1,353,5
59338,27764,1,45,3,5,26.15,0,369,4
21579,75821,0,28,2,1,40.66,1,742,4
53782,53920,0,61,2,2,81.32,2,36,4
95009,96743,1,30,1,5,1500.4,0,551,6
33378,55200,1,29,0,5,75.75,0,390,5
30897,71166,1,20,2,4,162.64,0,691,2
82407,27336,0,35,4,3,1800.51,0,293,7
59045,56546,0,58,4,4,2400.68,1,18,2
60488,32520,1,56,2,3,121.98,1,178,7
42936,58601,0,38,1,5,1500.4,2,527,4
78513,29583,1,21,1,2,600.16,2,628,1
59973,24294,0,40,7,3,107.52,0,370,4
67730,97831,0,41,6,2,2100.0,1,303,1
74234,2144,1,41,7,2,71.68,2,638,5
23267,141,0,64,3,1,5.23,0,165,6
11397,24894,1,67,1,1,300.08,0,459,4
5604,94414,1,48,3,1,5.23,2,18,7
13342,91860,1,43,1,3,900.24,1,537,4
13098,17174,0,24,7,2,71.68,0,64,6
93839,57951,1,28,3,1,5.23,1,305,6
2318,9671,1,41,1,5,1500.4,2,41,2
50017,88680,0,51,1,3,900.24,1,42,5
76769,94460,1,52,1,2,600.16,0,441,4
95446,6841,0,60,7,1,35.84,2,46,2
55541,72401,0,25,4,3,1800.51,0,195,6
36290,75907,0,25,2,5,203.3,2,121,2
70181,74034,1,57,2,5,203.3,1,164,6
34257,49210,0,52,1,2,600.16,2,235,8
69415,72508,1,60,1,2,600.16,1,450,3
3529,77145,0,25,1,5,1500.4,0,682,4
97470,28431,1,57,3,5,26.15,0,630,5
85538,4818,0,28,3,4,20.92,1,325,6
19326,31031,1,19,3,1,5.23,2,621,1
63817,9753,0,45,3,3,15.69,1,307,4
91989,19865,0,65,1,1,300.08,1,17,5
7378,11582,1,39,3,1,5.23,0,163,4
76110,81722,1,38,2,5,203.3,1,488,4
93228,19609,0,46,5,3,35.19,1,711,3
94868,71935,0,18,1,1,300.08,1,488,5
63599,19403,0,50,4,3,1800.51,1,24,1
20472,89590,0,31,2,1,40.66,0,555,1
7796,34042,1,53,1,1,300.08,2,671,3
96750,11055,0,68,5,3,35.19,1,578,4
48466,54577,0,53,4,4,2400.68,2,585,7
66894,36592,0,31,1,5,1500.4,1,751,7
6346,82278,0,32,5,4,46.92,0,264,2
23096,10264,0,24,5,3,35.19,1,706,4
57909,40080,1,31,7,5,179.2,1,169,8
92296,63363,1,24,1,1,300.08,0,693,5
98058,70021,0,67,1,2,600.16,0,578,5
58531,19042,0,55,2,2,81.32,0,201,4
89607,72349,1,38,3,4,20.92,0,302,5
91942,88497,1,32,2,1,40.66,1,167,6
90476,51848,0,58,3,2,10.46,2,342,4
42437,90118,0,49,1,1,300.08,1,360,5
61314,13494,1,24,1,5,1500.4,1,14,3
78136,72908,0,48,1,2,600.16,2,400,6
77823,86822,0,24,2,4,162.64,1,124,2
56418,49403,1,19,1,2,600.16,1,263,4
79898,95554,0,45,5,2,23.46,0,701,6
63359,21033,0,41,1,2,600.16,1,348,6
67944,12015,1,32,5,2,23.46,1,649,9
23929,41636,0,63,0,3,45.45,2,348,1
86263,61094,1,23,2,5,203.3,1,186,8
49348,90831,0,55,1,5,1500.4,1,474,5
51518,21634,0,39,7,3,107.52,2,374,5
69599,25822,0,47,3,3,15.69,0,587,2
45459,34167,0,61,3,1,5.23,2,124,4
8874,94052,0,22,3,4,20.92,0,508,4
12605,52345,0,56,2,1,40.66,2,593,3
29950,21671,0,57,4,3,1800.51,1,425,5
96445,66736,0,41,2,2,81.32,0,737,5
27956,85812,0,19,4,1,600.17,0,752,4
1829,97405,0,37,1,3,900.24,0,783,3
40862,29799,0,42,7,2,71.68,0,91,5
73951,69739,0,27,1,1,300.08,1,644,4
86185,17449,1,31,2,4,162.64,1,580,3
50217,72802,1,21,6,1,1050.0,0,362,6
89800,42570,0,36,1,3,900.24,0,100,7
47730,72414,0,53,3,3,15.69,1,704,5
77580,55863,0,65,1,5,1500.4,1,617,5
43233,10636,0,21,1,4,1200.32,1,409,4
28137,48910,0,54,7,5,179.2,0,426,2
92299,44914,1,50,1,5,1500.4,0,697,5
87650,66619,0,46,3,4,20.92,0,517,5
18331,38709,0,62,0,1,15.15,1,52,6
98053,94743,0,21,1,5,1500.4,0,82,5
93980,44266,0,20,1,2,600.16,0,108,6
27432,23415,1,30,1,5,1500.4,1,108,3
55662,80571,0,30,2,5,203.3,0,786,6
13234,76881,0,28,1,3,900.24,1,790,8
25954,57652,1,32,2,3,121.98,1,460,3
64250,62931,0,52,1,4,1200.32,0,776,7
68346,57774,1,58,7,2,71.68,0,465,4
10875,82894,1,43,1,3,900.24,1,115,3
99170,48992,1,47,3,2,10.46,1,612,4
50310,44803,0,51,1,4,1200.32,1,606,5
15988,85528,1,39,2,4,162.64,0,578,8
63379,58692,0,30,3,2,10.46,0,175,8
4156,61306,0,46,2,3,121.98,1,488,6
17598,12006,1,40,0,1,15.15,0,489,6
98605,98969,0,23,7,4,143.36,2,397,6
29983,82649,0,54,1,3,900.24,0,318,5
53216,58641,1,31,2,2,81.32,2,209,2
51272,17388,0,63,2,5,203.3,1,788,5
97322,7037,0,59,0,4,60.6,2,207,5
18204,36233,0,63,1,4,1200.32,1,228,1
46994,69419,1,29,7,3,107.52,1,653,5
78630,55057,0,48,1,1,300.08,0,649,1
1229,62431,1,45,2,2,81.32,1,750,7
83709,31594,0,36,2,5,203.3,2,357,5
5213,88017,1,56,1,1,300.08,2,212,5
635,45038,1,20,3,4,20.92,2,50,4
94417,75244,0,35,3,3,15.69,1,349,7
80361,70257,1,46,1,4,1200.32,0,585,7
29694,22624,0,59,2,1,40.66,0,61,1
13659,20757,0,36,7,4,143.36,1,491,6
33165,45413,1,57,1,1,300.08,0,439,6
95829,88592,0,40,7,5,179.2,0,247,5
52193,25619,0,67,0,2,30.3,1,397,6
14386,12071,0,54,3,2,10.46,0,516,5
19486,10977,1,32,2,4,162.64,1,446,7
52723,77487,0,42,3,5,26.15,0,703,6
50157,61364,0,47,3,4,20.92,1,434,5
80943,27491,0,35,2,1,40.66,2,96,5
38749,50554,1,52,6,1,1050.0,2,103,2
36396,24407,0,28,6,1,1050.0,0,779,6
59433,62040,1,26,1,5,1500.4,1,466,5
56122,92395,0,20,7,1,35.84,0,280,5
8888,19920,1,64,2,5,203.3,0,769,3
2784,89393,0,35,2,1,40.66,0,775,7
67538,59235,1,69,3,3,15.69,1,598,4
2137,32604,0,27,1,4,1200.32,0,746,2
81379,26772,1,18,0,5,75.75,0,250,6
16630,44904,0,56,5,4,46.92,2,754,2
48074,95704,0,57,2,1,40.66,0,647,6
76796,38822,1,60,3,5,26.15,2,662,6
91482,56149,1,28,5,4,46.92,2,633,5
89550,54446,0,54,7,5,179.2,1,656,9
16580,94614,0,26,1,4,1200.32,1,569,4
61594,54025,1,55,3,5,26.15,1,638,5
61966,56441,0,23,4,3,1800.51,0,419,5
81026,17357,1,29,2,1,40.66,2,744,6
7777,11525,0,25,7,1,35.84,0,215,4
24920,30664,0,67,1,3,900.24,0,395,4
60879,1560,1,58,6,2,2100.0,2,564,9
28752,32009,0,69,1,5,1500.4,1,311,5
9401,69332,1,55,3,1,5.23,1,49,3
77089,70866,1,37,3,5,26.15,2,409,8
34419,28682,1,25,1,3,900.24,1,657,5
52773,84025,1,50,1,3,900.24,0,208,9
14705,13480,1,66,7,4,143.36,1,777,6
7607,60623,0,56,6,1,1050.0,0,258,5
4569,50081,0,33,3,5,26.15,2,666,1
47269,47573,0,22,1,4,1200.32,0,459,6
42832,59454,0,18,5,2,23.46,2,434,7
85421,6019,1,20,0,4,60.6,0,183,7
92978,5631,0,46,1,5,1500.4,1,288,3
45478,48302,0,24,6,2,2100.0,0,422,7
40290,48067,1,31,2,1,40.66,0,682,4
75844,90241,0,33,0,2,30.3,0,599,6
33770,44109,0,39,1,2,600.16,0,43,6
36354,90760,1,31,4,2,1200.34,0,254,5
83498,74570,1,39,2,1,40.66,2,34,8
39691,58448,1,60,3,1,5.23,0,386,2
1685,40848,0,50,1,1,300.08,0,317,3
3184,19614,1,22,3,3,15.69,1,437,4
42108,125,1,36,2,3,121.98,0,467,3
91761,39678,0,53,1,4,1200.32,0,142,3
81485,19718,0,51,2,3,121.98,2,606,5
53441,86781,0,57,4,1,600.17,1,628,4
48792,94164,1,56,2,3,121.98,2,600,4
18558,83028,0,45,1,5,1500.4,1,750,5
68296,21991,1,31,5,3,35.19,0,173,3
56884,85333,1,21,1,1,300.08,0,782,6
43274,47899,0,39,5,2,23.46,0,589,3
31953,52797,1,29,7,1,35.84,1,780,4
68539,90646,0,28,2,2,81.32,2,659,4
3620,97499,0,67,0,2,30.3,1,686,4
384,68088,0,50,1,3,900.24,0,608,8
69044,16800,0,43,5,5,58.65,0,90,5
31914,7395,0,56,2,1,40.66,0,307,4
82134,22873,1,68,2,2,81.32,0,669,5
60981,92506,1,19,3,5,26.15,0,569,6
60561,18447,0,18,7,4,143.36,0,537,9
44598,69152,1,37,4,4,2400.68,1,686,4
23031,79613,0,64,2,5,203.3,1,790,6
79670,32055,0,18,3,1,5.23,1,180,2
85709,39701,0,43,7,2,71.68,0,736,6
39557,39534,1,49,1,4,1200.32,2,638,4
90198,84930,0,43,1,1,300.08,2,658,2
63681,24002,1,43,2,5,203.3,0,105,6
13649,19021,1,50,3,5,26.15,0,573,6
36239,18450,1,45,7,5,179.2,1,638,4
64802,33408,0,53,4,2,1200.34,0,742,4
25681,20617,0,36,1,4,1200.32,2,373,5
72192,88547,0,37,1,5,1500.4,1,61,8
21726,51270,0,52,7,2,71.68,0,334,7
52188,88208,0,23,0,5,75.75,0,436,3
4287,45596,0,47,1,1,300.08,2,423,6
9983,1157,0,26,3,4,20.92,2,107,5
55032,67033,0,33,2,1,40.66,2,7,2
25138,42273,1,69,1,2,600.16,2,380,8
33906,39320,0,56,1,5,1500.4,2,766,4
17514,2715,1,62,3,2,10.46,1,63,7
19632,66679,0,59,5,3,35.19,1,426,6
13764,72294,0,58,7,5,179.2,2,336,5
69627,41989,0,50,2,1,40.66,2,167,6
23834,48399,0,48,3,4,20.92,2,492,7
1864,82471,0,42,3,5,26.15,0,511,4
39853,58434,0,51,4,3,1800.51,2,638,6
47699,54870,1,28,1,3,900.24,2,444,5
9535,30695,0,59,5,5,58.65,0,345,7
34035,99290,0,29,2,3,121.98,0,475,3
29004,65487,0,35,7,5,179.2,1,495,7
22587,64724,1,43,3,5,26.15,2,790,4
7867,22747,1,61,1,4,1200.32,1,90,1
52321,19924,0,34,2,3,121.98,1,359,7
7161,91973,1,23,1,2,600.16,2,211,6
51228,8749,1,63,3,2,10.46,0,99,8
3891,64429,0,18,3,1,5.23,0,597,5
73295,92620,0,25,2,1,40.66,1,547,3
63958,83780,0,60,1,1,300.08,0,746,5
80516,38813,0,33,4,1,600.17,2,157,7
11471,89757,1,45,3,1,5.23,1,217,4
83312,82964,0,49,2,4,162.64,1,667,1
11350,46340,0,35,5,4,46.92,0,151,1
88681,52536,0,59,7,3,107.52,1,474,3
88238,26203,0,54,2,1,40.66,0,570,3
16150,99374,0,39,3,3,15.69,1,92,6
98929,74566,1,34,2,3,121.98,1,278,1
63976,98907,0,23,3,2,10.46,0,68,4
21591,17829,1,19,0,4,60.6,2,274,2
75846,63293,0,22,4,2,1200.34,1,515,7
92014,29743,1,67,1,2,600.16,1,76,6
60267,6880,0,37,1,2,600.16,0,734,5
23871,15585,1,65,3,3,15.69,0,768,5
31257,12045,0,44,4,1,600.17,0,664,5
52490,3294,1,40,1,4,1200.32,0,25,4
74767,19682,0,28,1,5,1500.4,0,169,5
62878,21512,0,25,1,4,1200.32,0,529,8
85832,10228,1,41,1,3,900.24,1,200,5
20466,5833,0,22,2,5,203.3,0,637,4
96130,56435,1,41,1,3,900.24,2,154,7
45763,39699,0,39,7,5,179.2,1,273,2
87268,78058,1,37,1,1,300.08,1,97,4
6829,62008,0,68,0,4,60.6,1,622,7
41634,70117,0,25,7,3,107.52,2,99,1
28184,429,0,46,1,3,900.24,1,737,5
89513,52613,0,67,1,2,600.16,0,445,5
18877,96888,1,60,1,2,600.16,2,580,4
65807,65245,0,50,4,2,1200.34,2,716,4
13851,59299,0,58,2,1,40.66,0,102,6
48201,5148,1,44,1,5,1500.4,0,214,7
63529,62059,1,65,3,2,10.46,2,197,2
92821,98205,0,45,2,1,40.66,0,264,6
39307,74243,0,61,3,3,15.69,1,523,8
8372,86861,0,47,1,5,1500.4,1,419,3
34525,68371,0,48,2,1,40.66,0,676,5
47056,60,0,24,4,1,600.17,2,55,7
26970,51531,0,69,1,4,1200.32,0,192,7
89899,22341,0,36,1,5,1500.4,1,363,5
10612,16008,0,50,5,1,11.73,2,754,2
67943,90113,0,67,3,3,15.69,1,300,6
958,13379,0,67,1,2,600.16,1,363,2
906,59126,0,69,1,1,300.08,1,18,6
50259,25170,0,26,1,1,300.08,0,147,6
61242,85120,1,29,1,5,1500.4,0,596,8
75627,97988,1,27,4,2,1200.34,1,747,3
67665,46400,1,56,4,1,600.17,1,609,2
75451,21538,1,33,1,2,600.16,0,685,3
3466,57587,0,29,7,4,143.36,2,233,5
81872,15057,1,60,3,4,20.92,1,656,4
50260,75714,0,47,5,3,35.19,2,655,7
52778,27808,1,42,1,5,1500.4,0,463,8
44323,9473,0,36,2,4,162.64,0,412,6
20749,10733,1,64,1,2,600.16,0,757,9
64785,11254,0,35,7,5,179.2,2,743,4
80120,45026,1,33,5,5,58.65,0,437,3
16856,49662,0,52,7,1,35.84,2,535,9
10430,27628,1,32,7,3,107.52,1,379,5
54873,28268,1,50,6,2,2100.0,1,666,4
19105,82058,0,61,1,5,1500.4,2,324,5
47255,96530,1,37,4,3,1800.51,1,521,7
42073,20931,1,48,1,1,300.08,1,32,3
45337,4218,1,38,7,5,179.2,1,726,6
71500,4878,1,22,1,5,1500.4,1,94,4
9457,42897,0,42,2,2,81.32,0,302,7
83585,40020,1,29,2,5,203.3,1,100,5
30912,80095,1,33,5,4,46.92,1,608,4
11431,10075,1,68,0,1,15.15,2,300,7
25868,91535,0,26,2,2,81.32,0,395,8
520,98601,1,21,0,2,30.3,1,392,6
